x,y,z
-0.862635,88.500005,-5.734509
-29.987931,126.000011,-5.734052
-59.743047,96.700007,-5.733723
-24.951300,112.500000,-5.733678
-0.941645,96.600002,-5.732490
-59.464353,96.700007,-5.732276
-43.133241,119.200003,-5.730177
0.112742,96.500003,-5.726604
-5.500628,70.600003,-5.726432
-30.279851,125.800002,-5.724501
-60.032439,101.400006,-5.723904
-2.774180,106.200004,-5.722545
-51.448500,119.100010,-5.721203
0.638788,96.400005,-5.720648
-10.854972,111.900008,-5.720084
-0.594442,84.700006,-5.719258
-40.441704,112.600005,-5.718191
-60.399240,106.600010,-5.717792
-23.332369,106.500006,-5.717786
-31.951231,125.700009,-5.717709
-32.290173,125.700009,-5.717262
-42.598864,101.800001,-5.717112
-51.727384,119.000006,-5.716392
-58.420539,112.500000,-5.716293
-34.661433,125.700009,-5.714166
-28.842083,118.500006,-5.713811
-39.800343,112.500000,-5.713706
-33.022666,118.600011,-5.712876
-0.432855,100.900006,-5.712504
-3.950245,70.400006,-5.711638
-45.033878,101.700008,-5.711364
-43.932065,101.700008,-5.711292
-59.052688,101.200008,-5.709210
-59.148979,106.500006,-5.708920
-23.001280,106.300008,-5.707487
-49.071157,118.800008,-5.707196
-50.997484,118.800008,-5.706812
-42.790568,112.400007,-5.705981
-45.816332,101.600003,-5.705947
-59.567577,101.100004,-5.705807
-45.265049,101.600003,-5.705800
-59.280747,101.100004,-5.704673
50.506282,239.800000,-5.704223
-0.895803,91.900003,-5.704210
-0.674512,96.100003,-5.702843
49.188757,239.700007,-5.702725
-59.930885,106.300008,-5.700787
-22.982736,111.800003,-5.700621
-9.601550,111.500001,-5.700611
-9.905262,111.500001,-5.700377
-45.495808,101.500010,-5.700251
-42.746052,125.600004,-5.700113
-57.646227,112.200010,-5.700038
-10.512571,111.500001,-5.699890
-28.450111,118.200004,-5.699792
-57.337368,112.200010,-5.699562
-1.187381,78.100002,-5.699359
-60.598981,100.900006,-5.699337
-29.087970,118.200004,-5.698900
-32.620484,118.300009,-5.698859
-18.058684,106.000006,-5.698486
-39.996117,112.200010,-5.698170
-48.668361,118.600011,-5.697694
49.795467,239.500022,-5.697528
-49.308813,118.600011,-5.697494
-49.629179,118.600011,-5.697411
-9.289465,111.400008,-5.695726
-2.472688,105.700004,-5.695672
-57.903701,112.100005,-5.695452
-44.474834,118.500006,-5.695216
-10.199779,111.400008,-5.695025
-56.977910,112.100005,-5.694026
0.282884,72.600001,-5.693877
-46.709493,118.500006,-5.693753
-47.028950,118.500006,-5.693582
