x,y,z
44.156593,87.400001,-8.229509
43.676087,87.400001,-8.228230
43.436110,87.400001,-8.227631
3.556716,104.900002,-8.226284
47.735327,84.700006,-8.225933
47.777328,82.300001,-8.225572
41.283834,87.400001,-8.223436
41.961277,84.900004,-8.221854
39.855525,87.400001,-8.221740
30.700421,76.400006,-8.220693
49.532643,82.100004,-8.219674
5.459376,108.600008,-8.219474
2.409815,104.800010,-8.218890
36.769304,82.600003,-8.216847
31.252652,78.300005,-8.213343
47.254196,82.200003,-8.212465
44.898587,84.700006,-8.212181
43.451869,82.400006,-8.211932
37.288314,84.800005,-8.205866
50.118047,81.900007,-8.205645
45.315287,84.600002,-8.204433
1.834490,104.600000,-8.203364
38.816714,87.200004,-8.202241
46.675056,84.500003,-8.201376
46.438861,84.500003,-8.200184
43.521449,80.000001,-8.195998
6.920534,108.300006,-8.195662
44.913432,87.000006,-8.194737
45.027027,84.500003,-8.193746
38.535839,87.100005,-8.192715
41.117570,84.600002,-8.191244
42.998624,87.000006,-8.189409
7.209042,108.200002,-8.187842
7.503917,108.200002,-8.187582
47.273147,84.300005,-8.185752
38.963881,87.000006,-8.183568
46.800497,84.300005,-8.183191
0.975545,104.300010,-8.179996
1.260112,104.300010,-8.179954
7.791555,108.100009,-8.179744
46.980885,84.200007,-8.174744
39.391261,86.900002,-8.174502
48.590335,81.700003,-8.174049
1.543192,104.200006,-8.172058
48.107526,84.100002,-8.171882
49.239105,84.000003,-8.169974
44.782418,81.900007,-8.169272
45.477456,86.700004,-8.168951
45.237607,86.700004,-8.168096
42.914253,79.700005,-8.163107
5.125209,107.800007,-8.159114
41.189805,86.700004,-8.157936
41.568705,77.600002,-8.157759
44.043937,81.800002,-8.156029
3.242524,104.000008,-8.155833
36.390463,79.800004,-8.155115
44.894180,86.500007,-8.148433
45.227444,84.000003,-8.147262
39.019945,86.600006,-8.146100
42.514348,86.500007,-8.141806
8.048699,107.600009,-8.141632
36.191165,81.800002,-8.137138
38.035750,86.500007,-8.136181
0.687000,103.700006,-8.132970
2.667415,103.700006,-8.132529
45.506594,86.300004,-8.132144
41.991931,86.400002,-8.131397
41.283214,86.400002,-8.130093
34.499317,77.500004,-8.129201
46.410930,86.200005,-8.126561
41.707212,86.300004,-8.121526
45.765501,83.700001,-8.121402
41.471246,86.300004,-8.121093
25.372472,88.700002,-8.121069
48.709032,83.500004,-8.119711
48.465082,81.100005,-8.115822
41.187826,83.800006,-8.114787
36.424088,79.400003,-8.114474
46.542558,86.000001,-8.108746
46.064180,86.000001,-8.106700
40.909335,83.700001,-8.104590
42.081857,86.100006,-8.103646
25.076908,88.500005,-8.103328
36.577663,83.700001,-8.099340
33.271453,75.200003,-8.091430
43.892777,81.100005,-8.087281
46.735570,80.900002,-8.084096
44.064358,81.000006,-8.078387
45.427737,85.700005,-8.076512
35.838029,75.000006,-8.073404
35.166901,79.000002,-8.072632
29.328084,75.000006,-8.070720
45.028260,83.200002,-8.070709
37.495309,85.800004,-8.070261
2.927538,102.900004,-8.069684
35.486844,76.900005,-8.067511
35.068226,76.900005,-8.067010
48.829940,82.900006,-8.064648
46.510139,85.500002,-8.062667
42.529270,76.600003,-8.060477
45.558923,85.500002,-8.058600
35.617471,81.000006,-8.057452
38.773674,74.700004,-8.050290
45.096865,82.900006,-8.042676
46.584541,85.200006,-8.035474
39.885995,80.700004,-8.033865
0.398998,102.400005,-8.031034
40.322393,87.900007,-8.030964
40.083319,87.900007,-8.030747
8.225559,106.100011,-8.027849
40.754491,87.800002,-8.022325
40.515441,87.800002,-8.022065
33.802250,76.400006,-8.013685
40.946975,87.700003,-8.013470
28.298587,70.900005,-8.012847
4.741604,105.800009,-8.007916
48.267475,84.800005,-8.007730
39.708379,87.600005,-8.003145
38.994646,87.600005,-8.002686
46.602571,84.800005,-7.998873
30.003124,76.200002,-7.993400
37.290183,87.500006,-7.993170
37.527043,87.500006,-7.993168
3.864957,105.500007,-7.985675
36.871901,84.900004,-7.985550
44.586071,87.300003,-7.984732
38.668463,87.400001,-7.984303
37.236303,74.100006,-7.981257
40.998170,87.300003,-7.977224
39.335185,87.300003,-7.975563
39.098087,87.300003,-7.975411
45.686409,87.100005,-7.970292
44.724008,87.100005,-7.967152
37.634513,87.200004,-7.965779
44.244054,87.100005,-7.965756
44.004369,87.100005,-7.965100
45.393309,87.000006,-7.960314
47.745574,84.300005,-7.959148
38.299495,87.100005,-7.956805
37.257326,75.800002,-7.956471
43.714637,87.000006,-7.955328
34.908697,73.900002,-7.954217
44.861040,86.900002,-7.949597
3.560238,105.000007,-7.947963
34.917098,79.900002,-7.947945
48.755637,79.300004,-7.947172
35.655916,82.100004,-7.944453
48.106086,84.100002,-7.943027
49.636701,81.500006,-7.941050
35.969037,84.400004,-7.938460
37.740448,86.900002,-7.938408
43.375656,86.800003,-7.936441
45.716634,86.700004,-7.934546
41.000083,86.800003,-7.931861
37.932250,86.800003,-7.929327
43.087655,86.700004,-7.926726
4.121218,104.700005,-7.924976
47.311351,81.500006,-7.923673
46.812111,86.500007,-7.920977
36.714622,86.700004,-7.920109
46.571442,86.500007,-7.919966
36.111748,84.200007,-7.919651
2.405304,104.600000,-7.918116
46.342456,83.900005,-7.915126
44.893378,86.500007,-7.913770
36.296618,84.100002,-7.910266
34.244567,77.400005,-7.909009
39.470175,73.300004,-7.905806
4.394143,104.400003,-7.902114
32.943201,77.300006,-7.898428
32.275870,73.400003,-7.897636
3.251997,104.300010,-7.895099
47.114071,83.600003,-7.891740
46.170330,86.200005,-7.891523
46.644852,83.600003,-7.889212
46.410665,83.600003,-7.888000
2.111829,104.200006,-7.887919
40.384555,75.000006,-7.885431
35.484612,88.900006,-7.881376
46.823245,83.500004,-7.881021
42.602694,86.200005,-7.880471
6.312796,108.000004,-7.879113
33.967373,79.200006,-7.878174
40.951899,86.200005,-7.877378
35.131359,81.400001,-7.876675
46.781057,86.000001,-7.876227
40.539250,74.900001,-7.875947
38.444898,79.100001,-7.873069
2.675230,104.000008,-7.872605
48.978224,80.800003,-7.870933
34.366813,86.100006,-7.866215
30.000156,71.300006,-7.864410
7.770202,107.800007,-7.863314
25.315824,88.500005,-7.862813
45.532846,85.900003,-7.862210
34.309644,79.000002,-7.858354
34.095579,79.000002,-7.858308
5.707991,107.700002,-7.857642
6.001638,107.700002,-7.857440
6.588859,107.700002,-7.857005
46.447912,80.800003,-7.852652
47.763801,80.700004,-7.852285
7.462566,107.600009,-7.848986
36.143479,85.900003,-7.847065
45.664561,85.700005,-7.844812
5.404270,107.500005,-7.843245
35.046509,88.400006,-7.837231
35.274810,83.300006,-7.835012
7.155991,107.400000,-7.834648
34.696451,80.900002,-7.828268
6.856872,107.300007,-7.827593
2.941872,103.400004,-7.827085
49.136943,80.300003,-7.826070
42.071494,85.600007,-7.825105
32.500345,69.200003,-7.822955
8.019055,107.200003,-7.819280
32.809415,76.500005,-7.816699
40.852800,85.500002,-7.813774
0.116337,99.600005,-7.811446
35.403055,88.100004,-7.810285
33.594847,76.400006,-7.806719
41.505453,85.400003,-7.805873
41.271824,85.400003,-7.805438
34.130615,74.400002,-7.804985
35.702151,85.400003,-7.801441
5.082599,106.900001,-7.799650
40.990293,85.300004,-7.795885
46.528772,85.100001,-7.794860
31.262475,74.300003,-7.793045
24.850783,87.700003,-7.792287
34.306955,80.500007,-7.789557
38.435921,78.200006,-7.784462
37.655702,87.800002,-7.782888
31.823012,74.200004,-7.782560
41.592616,85.100001,-7.778913
33.326751,78.200006,-7.778692
47.251263,82.200003,-7.764982
31.536832,74.000001,-7.761563
47.890791,82.100004,-7.759970
44.636455,87.400001,-7.756867
37.290195,87.500006,-7.756302
38.074994,77.900004,-7.754102
33.202037,180.900013,-7.752842
33.691999,180.900013,-7.752278
45.549035,87.300003,-7.750914
45.066792,87.300003,-7.749397
44.825983,87.300003,-7.748681
33.619091,84.800005,-7.747621
44.344985,87.300003,-7.747331
35.222068,84.800005,-7.746701
38.862410,71.800005,-7.745040
1.794219,102.300000,-7.744160
34.374902,87.300003,-7.739902
33.767730,71.900004,-7.738605
47.947919,81.800002,-7.733163
29.615596,73.700005,-7.730680
35.276788,87.200004,-7.730348
37.634489,87.200004,-7.729714
1.233578,102.100003,-7.729131
44.003740,87.100005,-7.728950
45.633128,87.000006,-7.725079
32.014063,75.600004,-7.724726
8.210338,105.900002,-7.724182
45.152107,87.000006,-7.723508
1.510667,102.000010,-7.721511
36.884040,87.100005,-7.720866
34.065247,71.700001,-7.717784
34.030706,180.100012,-7.717431
32.549247,180.000007,-7.714827
47.502157,76.900005,-7.708659
45.809790,79.300004,-7.708310
32.950625,75.400001,-7.704450
34.797508,89.600003,-7.701697
35.039103,89.600003,-7.701474
34.441650,179.700005,-7.699721
31.972489,179.500008,-7.693947
35.241371,89.500004,-7.692669
35.482794,89.500004,-7.692472
34.889215,179.500008,-7.690582
33.671021,86.700004,-7.687132
33.904815,86.700004,-7.686913
47.933090,83.800006,-7.686675
33.934394,81.700003,-7.684665
43.513045,86.600006,-7.683980
35.684359,89.400005,-7.683696
28.884071,71.400005,-7.682568
32.187825,73.200005,-7.677925
39.019626,86.600006,-7.677127
35.267895,86.600006,-7.677023
34.662762,84.000003,-7.673702
35.296202,179.100013,-7.672872
-3.498778,94.500005,-7.668083
36.395985,86.500007,-7.667720
38.181403,179.000008,-7.665090
45.504859,86.300004,-7.663745
39.164254,86.400002,-7.659560
35.720906,178.800011,-7.659444
45.941994,83.600003,-7.658537
22.524957,91.700006,-7.658298
47.526175,83.500004,-7.657813
38.622051,178.800011,-7.655934
-6.615695,91.300005,-7.654634
37.634289,178.700006,-7.652832
40.528244,86.300004,-7.652099
35.378808,86.300004,-7.650309
36.078468,86.300004,-7.650045
37.479833,86.300004,-7.649965
35.764882,89.000005,-7.649150
37.130287,178.600013,-7.649136
46.961549,80.900002,-7.645053
40.011552,86.200005,-7.642680
33.946252,81.200004,-7.637571
28.467986,72.800004,-7.636923
40.669113,86.100006,-7.634674
30.824783,74.700004,-7.632944
32.239780,74.700004,-7.632807
35.529432,86.100006,-7.632477
38.093203,86.100006,-7.632434
35.762107,86.100006,-7.632389
37.859702,86.100006,-7.632350
42.975312,86.000001,-7.630170
36.553705,70.800000,-7.629228
36.062908,178.100014,-7.628881
36.544669,178.100014,-7.628302
40.152970,86.000001,-7.625211
4.683509,104.500008,-7.624710
39.684591,86.000001,-7.624704
39.216703,86.000001,-7.624280
38.515735,86.000001,-7.623795
38.282299,86.000001,-7.623673
37.582588,86.000001,-7.623420
35.883757,88.700002,-7.623215
0.941908,100.700009,-7.623189
-3.220460,93.900007,-7.619527
39.404714,85.900003,-7.615616
47.709715,83.000004,-7.614667
48.964858,80.400002,-7.614414
47.117546,78.100002,-7.606114
42.590141,85.700005,-7.603010
46.508044,85.500002,-7.598218
46.269935,85.500002,-7.597221
46.032074,85.500002,-7.596257
47.892901,77.900004,-7.594094
47.296879,80.300003,-7.592916
34.066856,83.100003,-7.591584
33.300924,80.700004,-7.590686
26.903450,68.800002,-7.589766
-2.696678,93.500006,-7.587297
46.838072,82.700002,-7.583148
30.417925,74.200004,-7.581937
2.389294,103.900003,-7.581918
35.919622,88.200003,-7.580107
38.711596,177.000010,-7.578275
45.687339,85.300004,-7.577556
32.104284,70.400006,-7.575803
30.994916,176.700008,-7.574468
33.760944,82.900006,-7.573427
33.977449,88.100004,-7.572994
40.571487,85.400003,-7.572931
46.582389,85.200006,-7.572582
36.116832,88.100004,-7.571392
42.157373,85.300004,-7.567006
29.536501,74.000001,-7.561986
3.795486,103.600001,-7.559484
40.055451,176.600003,-7.559383
45.107919,85.100001,-7.558021
32.563433,82.700002,-7.555943
39.556012,176.500010,-7.555692
33.787170,80.300003,-7.552871
45.237386,84.900004,-7.541125
32.098767,75.800002,-7.539967
38.990602,176.100004,-7.539155
2.093663,103.299999,-7.538213
48.248991,79.600006,-7.536823
21.913132,90.200007,-7.533592
47.424358,82.100004,-7.533491
29.217833,73.700005,-7.531486
3.499330,103.200006,-7.530425
30.326015,175.600004,-7.527845
29.586768,71.700001,-7.520485
30.967969,73.600006,-7.520389
36.107245,87.500006,-7.519723
45.923883,79.500002,-7.511322
36.302149,87.400001,-7.511038
2.647029,102.900004,-7.508858
-1.406152,92.500007,-7.506546
41.579515,84.600002,-7.504420
45.236638,81.900007,-7.503885
29.310983,71.500003,-7.499586
-4.176984,92.400002,-7.497241
32.776335,77.400005,-7.489597
45.391741,87.000006,-7.488259
44.911209,87.000006,-7.486800
3.199106,102.600002,-7.486760
44.431514,87.000006,-7.485452
44.191965,87.000006,-7.484817
40.326843,84.400004,-7.484602
43.952617,87.000006,-7.484210
-0.646963,92.200005,-7.482319
31.031185,75.200003,-7.480475
31.790763,73.200005,-7.479586
4.034765,102.500010,-7.479084
45.099464,86.900002,-7.478909
44.619912,86.900002,-7.477507
36.371174,87.000006,-7.476590
24.830066,86.800003,-7.476426
32.065237,77.200001,-7.470374
46.053267,76.700002,-7.468035
35.078424,89.700001,-7.467239
46.160734,84.000003,-7.466967
32.473111,84.200007,-7.465699
4.305908,102.300000,-7.464343
45.474970,86.700004,-7.463206
7.655130,106.200004,-7.457206
32.269418,86.700004,-7.453979
45.816624,81.300002,-7.453535
38.123462,86.700004,-7.450813
36.480185,86.700004,-7.450750
41.054538,84.000003,-7.450737
35.241571,89.500004,-7.450382
43.512467,86.600006,-7.449219
30.476236,72.900003,-7.448899
48.094785,78.600001,-7.445785
27.306262,67.500001,-7.445641
39.912710,173.900008,-7.443227
-0.148081,94.900006,-7.442833
-1.143816,91.700006,-7.441673
40.776005,83.900005,-7.441432
27.291867,95.400006,-7.441082
40.546501,83.900005,-7.441019
40.317145,83.900005,-7.440630
47.129545,76.300001,-7.440048
29.640085,70.900005,-7.436464
2.899298,101.900005,-7.435788
34.681225,89.300007,-7.434159
38.974419,86.500007,-7.434051
36.629996,86.500007,-7.433522
45.021644,81.100005,-7.431690
30.622989,74.700004,-7.430823
45.504037,86.300004,-7.429566
7.337975,105.800009,-7.429366
7.914595,105.800009,-7.428863
45.594928,76.300001,-7.427405
26.318675,92.000002,-7.425379
35.364047,89.200002,-7.425217
37.757337,86.400002,-7.424971
35.883072,72.600001,-7.424291
31.152543,83.700001,-7.422672
41.202402,173.400009,-7.420079
32.353020,86.300004,-7.419302
0.649262,98.000002,-7.418821
35.564789,89.100003,-7.416715
35.805225,89.100003,-7.416550
38.181600,86.300004,-7.416516
37.479797,86.300004,-7.416335
28.601009,70.700002,-7.415875
26.921591,95.000005,-7.410417
5.303906,105.500007,-7.409769
40.480992,86.200005,-7.409761
40.246078,86.200005,-7.409486
40.011302,86.200005,-7.409233
6.166876,105.500007,-7.409194
36.005268,89.000005,-7.408076
36.969489,86.200005,-7.407707
45.307994,80.800003,-7.406497
46.844000,80.700004,-7.406434
5.586285,105.400002,-7.402564
32.974038,86.100006,-7.401317
31.675580,81.000006,-7.400817
1.778498,101.400006,-7.399630
24.341270,85.900003,-7.399432
37.159726,86.100006,-7.399122
47.014323,80.600005,-7.398698
46.282533,78.200006,-7.395903
6.442250,105.300009,-7.394939
48.732111,80.400002,-7.393199
36.164102,88.800007,-7.391292
36.403915,88.800007,-7.391171
42.924792,85.900003,-7.388455
5.862523,105.200005,-7.388326
7.009644,105.200005,-7.387470
31.228071,83.300006,-7.386917
31.485179,76.300001,-7.383358
-5.679098,101.200008,-7.383194
-5.954996,101.200008,-7.382993
38.937441,85.900003,-7.382638
38.470823,85.900003,-7.382351
36.608329,85.900003,-7.381935
6.716511,105.100000,-7.380675
-6.757706,105.100000,-7.380642
44.914034,80.500007,-7.377837
41.895312,172.400010,-7.376128
-6.465057,105.000007,-7.373840
45.372108,85.600007,-7.370119
-5.392499,100.999999,-7.368793
-6.218558,100.999999,-7.368191
38.148648,85.700005,-7.365050
47.008547,80.200005,-7.363450
4.982925,104.800010,-7.360779
47.069538,82.700002,-7.359482
-7.024066,104.800010,-7.359347
-4.347454,90.700006,-7.359143
46.836814,82.700002,-7.358229
36.478731,88.400006,-7.357772
44.960791,75.600004,-7.357635
-6.481006,100.800002,-7.353383
36.676055,88.300002,-7.349357
20.927773,85.200006,-7.346698
-5.870096,104.600000,-7.346158
-6.155274,104.600000,-7.345958
42.440531,85.400003,-7.344928
45.622182,82.600003,-7.343572
40.338159,85.400003,-7.341286
-6.557976,90.500003,-7.341050
46.343869,85.200006,-7.340172
27.173355,94.100004,-7.339158
47.059730,79.900002,-7.337406
45.632881,85.200006,-7.337388
45.396367,85.200006,-7.336519
0.377582,96.900004,-7.335567
36.831108,88.100004,-7.332635
46.526691,85.100001,-7.332543
-5.574218,104.400003,-7.332304
46.052504,85.100001,-7.330599
45.815790,85.100001,-7.329672
-0.879994,90.300006,-7.328098
28.101173,68.100005,-7.327228
47.073779,82.300001,-7.325169
39.315209,85.200006,-7.323048
48.475832,79.600006,-7.321403
28.192088,71.600002,-7.317050
44.597712,87.800002,-7.315593
44.356182,87.800002,-7.315002
1.484061,100.200009,-7.312118
42.008606,85.000002,-7.310029
33.861986,87.800002,-7.309512
46.572840,77.200001,-7.307853
25.059444,87.600005,-7.307800
47.050354,79.500002,-7.302205
45.180154,72.800004,-7.299607
44.737294,87.600005,-7.299544
36.901000,87.700003,-7.299283
46.544364,84.700006,-7.299092
40.333617,84.900004,-7.298616
41.677347,84.800005,-7.292359
44.927323,87.500006,-7.291852
31.333849,84.800005,-7.290922
40.749255,84.800005,-7.290710
31.771034,77.500004,-7.289784
-7.239939,103.800011,-7.288890
46.153548,81.900007,-7.285842
45.117006,87.400001,-7.284184
43.913868,87.400001,-7.281113
26.046640,90.200007,-7.279581
-4.544097,89.700001,-7.277836
41.044247,87.400001,-7.276198
38.431194,87.400001,-7.274352
38.194293,87.400001,-7.274297
28.077626,67.600006,-7.273372
40.422049,84.600002,-7.273159
46.961105,81.700003,-7.273072
31.943628,84.600002,-7.272881
29.769582,73.100001,-7.271761
45.254448,87.200004,-7.268206
-7.501066,103.500009,-7.267581
31.599176,75.100005,-7.267065
-5.125362,96.000004,-7.265628
40.836069,84.500003,-7.265294
45.353615,81.700003,-7.264632
-5.331166,86.600006,-7.261490
40.712708,87.200004,-7.259281
36.926457,87.200004,-7.257625
46.504837,84.200007,-7.257043
30.835769,79.400003,-7.254832
31.398788,77.100003,-7.252265
45.390996,87.000006,-7.252251
28.481948,74.900001,-7.249842
37.827203,87.100005,-7.249289
38.670546,84.300005,-7.245484
-5.030974,99.300003,-7.244944
47.536364,78.800005,-7.244360
40.382400,87.000006,-7.242388
41.151842,84.200007,-7.240319
40.921387,84.200007,-7.239898
1.198583,99.200004,-7.239190
30.462006,74.800003,-7.238396
30.153835,69.000006,-7.237303
38.395709,84.200007,-7.236702
35.045269,180.300009,-7.234343
28.625384,72.700006,-7.232673
28.821552,72.700006,-7.232506
-7.745490,103.000009,-7.232221
45.587200,81.300002,-7.231300
34.538034,180.200005,-7.230867
43.373993,86.800003,-7.230594
45.359248,81.300002,-7.230166
31.228828,74.700004,-7.228400
34.031251,180.100012,-7.227389
-8.018330,102.900004,-7.224941
33.524919,180.000007,-7.223906
25.992069,92.600006,-7.223731
46.518278,83.800006,-7.223632
29.369873,72.600001,-7.222135
31.943417,84.000003,-7.221042
-5.353427,95.400006,-7.220031
45.421755,86.600006,-7.219648
30.582088,74.600005,-7.218941
32.982332,179.700005,-7.212391
47.345296,83.600003,-7.210960
32.232496,86.600006,-7.210910
41.613850,86.600006,-7.210862
47.110358,83.600003,-7.209769
35.415000,179.700005,-7.209729
39.019337,86.600006,-7.208168
38.314244,86.600006,-7.207841
2.359480,102.600002,-7.207357
45.555970,86.400002,-7.203738
40.857434,86.500007,-7.201555
33.127475,86.500007,-7.201521
2.077521,102.500010,-7.200409
46.819642,83.500004,-7.199989
0.111085,95.100003,-7.199312
-5.193277,102.500010,-7.199041
46.585554,83.500004,-7.198864
26.902092,92.300004,-7.198258
27.967826,66.900003,-7.198014
42.936987,86.400002,-7.196765
41.281751,86.400002,-7.193860
45.736745,73.700005,-7.188429
45.689315,86.200005,-7.187854
40.998399,86.300004,-7.185208
46.503833,78.200006,-7.184342
36.086321,89.200002,-7.183255
38.649845,86.300004,-7.183070
36.568010,89.200002,-7.183000
37.246028,86.300004,-7.182683
24.862200,86.100006,-7.182157
29.988411,72.200006,-7.181983
48.560196,80.500007,-7.181084
43.258181,69.700003,-7.179286
41.657236,86.200005,-7.177924
-7.667419,98.400003,-7.177106
34.201390,66.600001,-7.175954
35.805383,89.100003,-7.175352
36.286405,89.100003,-7.175068
28.377479,74.100006,-7.172175
45.821777,86.000001,-7.171994
30.826482,76.200002,-7.167727
27.235177,95.200002,-7.167295
36.726418,89.000005,-7.166788
36.966887,89.000005,-7.166696
37.207431,89.000005,-7.166619
38.326603,86.100006,-7.166316
35.681507,178.600013,-7.165058
48.669767,80.300003,-7.164930
46.006921,85.900003,-7.164499
42.502350,86.000001,-7.162965
35.005516,88.900006,-7.159772
